"","city","date","MaxTemp_mae","MinTemp_mae","count.x","count.y","long","lat","MaxTemp","MaxTemp_forecast","MinTemp","MinTemp_forecast","year","month"
"154","Atlantic City",Aug 2014,3.22043010752688,7.45698924731183,186,186,-74.4167,39.3667,80.8387096774194,79.0591397849462,60.8387096774194,68.0215053763441,2014,8
"155","Atlantic City",Sep 2014,2.54444444444444,7.5,180,180,-74.4167,39.3667,77.6333333333333,75.6777777777778,57.9666666666667,64.9722222222222,2014,9
"156","Atlantic City",Oct 2014,2.83870967741935,8.46774193548387,186,186,-74.4167,39.3667,67.3548387096774,66.7311827956989,47.8709677419355,55.8387096774194,2014,10
"157","Atlantic City",Nov 2014,3.61111111111111,8.6,180,180,-74.4167,39.3667,53.5,52.1888888888889,33.9333333333333,41.0722222222222,2014,11
"158","Atlantic City",Dec 2014,3.26344086021505,6.94623655913978,186,186,-74.4167,39.3667,47.9354838709677,46.9784946236559,31.9354838709677,37.241935483871,2014,12
"159","Atlantic City",Jan 2015,4.42753623188406,7.94202898550725,138,138,-74.4167,39.3667,38.7241379310345,37.5149425287356,21.6896551724138,27.7637931034483,2015,1
"160","Atlantic City",Feb 2015,4.125,8.90476190476191,168,168,-74.4167,39.3667,34.8928571428571,31.577380952381,13.8571428571429,20.2142857142857,2015,2
"161","Atlantic City",Mar 2015,6.43333333333333,7.72222222222222,180,180,-74.4167,39.3667,48.741935483871,43.4666666666667,27.3548387096774,31.8559139784946,2015,3
"162","Atlantic City",Apr 2015,8.62068965517241,5.43103448275862,174,174,-74.4167,39.3667,63.6666666666667,55.96,41.1333333333333,44.9155555555556,2015,4
"163","Atlantic City",May 2015,9.27777777777778,4.34444444444444,180,180,-74.4167,39.3667,77.4838709677419,68.4852534562212,56.0322580645161,57.1617511520737,2015,5
"164","Atlantic City",Jun 2015,5.88888888888889,4.33888888888889,180,180,-74.4167,39.3667,80.5333333333333,75.7922222222222,63.3333333333333,65.8427777777778,2015,6
"165","Atlantic City",Jul 2015,3.86387434554974,4.26701570680628,191,191,-74.4167,39.3667,84.5806451612903,82.0867895545315,68.1612903225806,71.2457757296467,2015,7
"166","Atlantic City",Aug 2015,4.90526315789474,5.91052631578947,190,190,-74.4167,39.3667,86.8064516129032,81.968509984639,64.6774193548387,70.0545314900154,2015,8
"167","Atlantic City",Sep 2015,4.32432432432432,6.42162162162162,185,185,-74.4167,39.3667,82.3,77.9714285714286,60.9,66.5873015873016,2015,9
"168","Atlantic City",Oct 2015,3.61325966850829,8.19889502762431,181,181,-74.4167,39.3667,66.3870967741936,64.4745007680492,45.1612903225806,52.7942396313364,2015,10
"169","Atlantic City",Nov 2015,3.81578947368421,8.02631578947368,38,38,-74.4167,39.3667,62.5625,59.3083333333333,41.75,48.1260416666667,2015,11
